price,bedrooms,bathrooms,sqft_living,sqft_total,floors,condition,grade,built,renovated,living_area_sqft
370000,3,1.75,1530,10300,1,4,7,1978,0,1940
450000,3,1.75,2290,44866,1,3,8,1981,0,2410
534950,5,1.5,2240,6337,1,3,8,1956,0,1870
730000,4,2.5,3470,14271,2,3,9,2005,0,3450
465000,4,2.5,3050,32450,1,4,8,1983,0,2350
178000,3,1,1100,5734,1,4,7,1955,0,1770
215000,3,1,1610,7140,1,3,7,1976,0,1800
300000,3,2.75,1910,15508,1,3,8,1984,0,2450
430000,3,2,1510,7066,1,3,7,1973,0,1950
183000,3,1.5,1280,4366,2,4,6,1985,0,1280
585000,3,2.5,1910,1501,2.5,3,8,2007,0,1760
192950,3,1,1170,3330,2,4,6,1969,0,1090
599000,2,1,1550,7713,1,3,7,1930,1979,1340
326500,3,1,1060,7920,1,4,7,1968,0,1060
358803,2,1,1040,5765,1,3,7,1944,0,1040
537000,3,2.5,1550,12920,2,5,7,1999,0,2610
1155000,3,2.5,2490,24691,1,4,9,1961,0,2800
156000,2,1,920,5889,1,4,6,1950,0,1210
219000,3,1,1250,8276,1.5,5,6,1939,0,1250
1190000,3,1.5,2540,2700,2,4,8,1922,0,2520
248000,5,1.75,2190,16788,1,3,8,1978,0,1920
340000,3,1.75,1340,196020,1,4,7,1987,0,2250
899100,5,2.5,2410,15300,1,4,8,1975,0,2440
346950,3,1.75,1830,10954,1,3,7,1963,0,1850
330000,3,1,1850,5775,2,3,6,1928,0,1520
325000,3,1,1410,8250,1,3,7,1954,0,1580
315000,3,1.75,1460,7884,1,3,8,1975,0,2050
649950,3,2.5,1500,1375,2,3,9,2014,0,1680
316000,3,1,1130,7200,1.5,4,6,1942,0,1350
386000,2,2.5,1620,3196,2,3,8,2008,0,1750
535000,2,1.75,2330,7280,1,3,7,1982,0,1830
600000,3,3,1520,1800,3,3,7,2003,0,1520
339000,4,2.5,2840,8746,2,3,8,2001,0,2630
167000,3,2,1520,7456,1,3,7,1949,0,1740
430000,3,1,1740,4800,1,3,8,1952,0,1600
688000,4,4,4000,9309,2,3,9,2007,0,3920
834500,3,2.25,2780,6000,1,4,9,1948,0,2780
1075000,4,4.25,3500,8750,1,5,9,1951,0,3110
250000,3,1,1060,52272,1,3,7,1960,0,1900
402500,3,1,1290,4000,1.5,3,7,1926,0,1160
432500,3,2.5,2390,6435,1,3,8,1978,0,2020
485000,5,1.75,2460,14100,1,3,7,1972,0,2028
560000,4,2.75,2930,22000,1,4,9,1978,0,2930
410000,4,2.25,2200,8292,2,3,7,1990,0,1090
455000,3,2.5,1870,7344,1,3,8,1980,0,1930
459500,4,2.5,2060,8968,1,4,7,1975,0,1350
371000,4,1.75,1610,11305,1,3,7,1968,0,1870
289500,3,2.25,2120,3400,2,3,7,2002,0,2420
395000,3,3.5,1450,1263,2,3,8,2007,0,1390
496752,2,1,1980,5000,1,4,7,1923,0,1720
227000,2,1,860,6800,1,3,6,1943,0,1220
330000,3,1.75,1460,9261,1,3,7,1985,0,1550
480000,5,2,2590,8610,1,4,7,1958,0,1750
290000,2,1,1120,217800,1,3,6,1976,0,1480
281000,3,1,1340,21336,1.5,4,5,1945,0,1340
705000,4,1.5,1780,3120,1.5,3,8,1926,0,1710
1400000,4,2.5,2920,4000,1.5,5,8,1909,0,2470
485000,4,3.25,2820,6611,1,3,7,1958,0,2320
622000,3,2.25,1550,1919,3,3,8,2003,0,1550
380000,3,2.25,1600,39848,1,4,8,1958,0,1600
2125000,4,2.75,3190,19513,2,4,10,1982,0,2750
561500,3,1.75,1960,6380,1,4,7,1939,0,1480
242000,3,1,970,9600,1,3,7,1972,0,1110
348500,3,1.5,1360,10726,1,4,7,1966,0,1650
370000,3,1.5,1360,10726,1,4,7,1966,0,1650
752000,6,3.75,3810,6663,2,4,8,1977,0,1610
230000,3,1.75,1340,8250,1,3,7,1985,0,1540
715000,3,2.25,1990,4977,3,3,9,2012,0,1280
240415,3,1.75,1120,10187,1,3,7,1968,0,1900
562000,4,1.75,2060,4080,1.5,3,7,1922,1996,1620
360000,3,1.5,1170,4080,1,5,6,1917,0,920
659950,3,2.5,1610,1246,2,3,9,2014,0,1610
458500,3,2,1890,1599,2,3,9,2012,0,1780
259950,2,2,1070,649,2,3,9,2008,0,1070
366000,3,1.75,1680,6108,1,3,8,1989,0,2220
978000,4,2.75,2890,7821,2,3,9,2014,0,2890
525000,2,1,1360,6120,1,3,7,1947,0,1800
926300,3,1.5,1660,4800,2,3,8,1907,0,1690
750000,2,1,1620,6120,1,3,7,1951,0,1650
660000,2,1,960,6263,1,4,6,1942,0,1460
305000,4,1.75,1000,7200,1.5,4,6,1947,0,1280
800000,2,2.5,2395,6143,1,3,8,2003,0,2170
600000,4,1.75,3050,9440,1,3,8,1966,0,2020
435000,2,1,1120,88327,1.5,4,6,1972,0,1640
1135000,4,3.25,2960,4296,2,3,9,2007,0,2150
318000,3,2.25,1250,1017,3,3,8,2008,0,1250
639000,4,2,1940,5000,1,4,7,1910,0,1940
453000,3,2.5,1750,3900,2,3,8,1977,0,1750
800000,4,1.75,2150,9148,1,4,7,1955,0,2370
437000,2,1.75,1500,6800,1,4,7,1942,0,1450
1150000,3,2.75,3230,75889,2,3,7,1925,1993,2560
490000,4,2.5,3000,8645,2,3,8,1985,0,1930
499950,4,1.75,1520,7700,1,4,7,1967,0,1520
160134,3,1.5,1190,10116,1,3,7,1968,0,1190
191000,3,1,990,8255,1,3,7,1953,0,1180
221000,3,1,1250,7280,1,3,7,1965,0,1450
352800,4,2,2080,6360,1,3,7,1960,0,2080
350000,3,2.5,1640,10424,2,3,7,1988,0,1560
458000,4,1.5,1550,3000,1.5,3,7,1918,0,1710
359950,3,1,1290,189486,1,4,7,1960,0,2370
1050000,3,3,3250,5093,2,3,10,2004,0,2820
353000,3,1.75,1260,11775,1,5,6,1942,0,1270
717550,3,3.5,2840,4468,3,3,10,2006,0,3040
450000,3,2.25,1960,6500,2,4,8,1977,0,1860
167500,3,1,760,3090,1,2,5,1903,0,1020
550000,3,1.75,2240,78225,2,5,8,1976,0,2030
,4,2.25,2240,9684,2,4,9,1970,0,2440
700000,3,1.75,1820,15570,1,3,8,1948,0,2490
480000,4,3.5,3370,435600,2,3,9,2005,0,2790
501000,3,1,1160,4360,1,4,8,1929,0,
580000,3,2.25,1640,8625,1,3,8,1987,0,1770
527550,1,0.75,820,59677,1,3,5,1999,0,1590
399000,4,2.5,2800,4687,2,3,9,2005,0,2750
240000,3,1.75,1780,5000,1.5,3,6,1957,0,1500
353000,4,2.75,2200,268329,1,3,7,1989,0,2240
335000,4,2,1480,3132,1,5,6,1910,0,1480
475000,3,3,2010,2554,2,3,7,2001,0,1370
660000,3,2,2880,5100,1.5,4,7,1926,0,1820
551000,3,1,940,1948,1,5,6,1900,0,1700
249950,4,1.75,1620,10530,1,3,7,1968,0,1890
1150000,4,3.25,4400,262666,2,3,11,1988,0,3240
575000,3,1.75,1530,6743,1,3,7,1955,0,2040
1088890,4,2.75,3460,11350,1,4,9,1974,0,3200
515000,4,2.5,2890,7306,2,3,7,2006,0,2850
235000,3,1.5,1980,11214,1,3,7,1959,0,1510
796000,3,1,1980,3243,1.5,3,8,1912,0,1380
450000,2,1.5,1450,2550,1,3,7,1984,0,1450
2050000,4,3,4280,18834,1,5,11,1971,0,2490
270000,4,2.5,1810,6509,2,3,7,1994,0,1760
1705000,3,3,2490,27702,2,3,10,2000,0,2580
565000,3,1,1610,4108,1.5,5,7,1928,0,1680
680000,1,2.5,1820,3008,2,3,7,1910,2004,1860
5570000,5,5.75,9200,35069,2,3,13,2001,0,3560
864500,4,2.5,3520,35991,2,4,10,1992,0,3210
1150000,4,2.25,3740,18000,1,4,9,1951,0,2610
335000,3,2.25,2150,30476,2,3,7,1991,0,2010
911000,4,3.25,3526,15958,2,3,10,1997,0,3639
425000,2,1,1070,6625,1,3,7,1950,0,1310
299950,3,1,1410,81021,1,3,7,1949,1981,2000
864000,4,2.5,3190,49658,2,3,10,1999,0,3040
425000,2,1,1270,6000,1,3,7,1939,0,1770
374950,4,1.5,1970,14490,1.5,4,7,1963,0,1880
247000,3,2.25,1640,7630,1,4,8,1968,0,1930
475000,3,1,1600,7161,1,3,8,1953,0,1760
275000,3,2.5,3020,5868,2,3,7,2003,0,2710
355000,2,1,1350,368517,1,3,6,1947,0,2330
285000,4,1.75,1870,22072,1,3,7,1959,0,2100
1338750,3,2.75,2730,38869,1.5,3,9,1963,2001,2630
325000,2,1,1100,17817,1,3,7,1980,0,1790
1670000,5,3.5,4320,40816,2,4,11,1997,0,4320
402000,3,2.5,2700,9994,1,4,7,1959,0,2470
1100000,3,3,3700,16857,1,3,10,2000,0,2320
375000,4,1.75,2190,9225,1,4,7,1959,0,2190
396000,5,2.75,2840,12253,1,3,7,1960,0,2210
320000,4,2.75,2610,9077,1,4,8,1987,0,1900
610000,3,2.5,2630,5827,2,3,8,2001,0,2330
249950,3,1.5,1090,7698,1,5,7,1966,0,1540
675000,4,3.5,3090,100835,2,3,9,1999,0,2400
448000,2,2,1670,7772,1,4,6,1919,0,1300
819000,3,1,1300,3600,2,3,7,1900,0,2510
1250000,3,2.5,3670,18505,1,3,10,1983,0,2920
225000,4,2.5,1700,6031,2,3,8,1994,0,1930
790000,2,3,2560,982278,1,3,8,2004,0,1620
685000,4,2.5,2770,6000,2,3,8,1993,0,2120
812000,3,3.25,3240,8338,2,3,9,2001,0,3420
705000,2,2.5,2300,6400,1,3,8,2007,0,2300
360000,4,3,2483,6870,2,3,8,2005,0,1943
344000,1,1.5,760,779,3,3,8,2006,0,1290
825000,4,1.5,2040,6900,2,3,9,1903,0,3150
476500,3,1,1200,6120,1,4,7,1945,0,1550
379500,2,1,960,5096,1,5,7,1949,0,1760
620000,3,1.75,2410,35236,1,3,8,1980,2001,2110
477590,3,3.25,2260,7701,2,3,8,2000,0,1880
490000,3,1,1910,8190,1,4,7,1946,0,1600
470000,3,1.5,1500,5000,1.5,4,7,1927,0,1500
500000,3,2.25,1360,1236,2,3,8,2006,0,1620
370000,3,1,1320,7341,1,3,7,1982,0,1160
790000,2,1.5,1940,4400,1,3,7,1923,0,1480
725000,4,2.5,2650,18295,2,3,8,1986,0,2230
840000,4,2.75,3040,2800,2,3,9,1906,2014,1260
390000,3,1,1240,11108,1,4,7,1952,0,2220
507000,3,2.25,2210,11585,1,4,7,1958,0,1870
263500,3,1.75,1540,6273,1,4,6,1951,0,1140
369000,3,2.5,1320,1683,2,3,8,2004,0,1320
500000,3,2.5,3040,5326,2,3,9,2008,0,3040
570000,2,1,910,4301,1,4,7,1923,0,1810
284000,4,3,2040,7145,1,3,8,1994,0,1940
415000,2,1,980,4108,1,3,7,1947,0,1500
197500,3,1,980,3090,1.5,3,6,1903,0,980
925000,4,3.75,4420,9492,2,3,9,1962,2005,2880
468000,3,2,1570,6300,1,3,7,1953,2005,1510
355000,3,1,1600,5001,1.5,5,6,1930,0,1340
639000,4,1.75,1830,6000,1,4,7,1939,0,1540
720000,3,2.5,2820,14250,2,3,11,1991,0,2820
381000,3,1.75,1800,6000,1,5,6,1950,0,1060
1050000,3,4,4380,42769,2,5,11,1983,0,3630
670000,3,3,2980,3730,2,3,9,2005,0,2710
400000,3,1,1690,6658,1,3,7,1942,1982,1080
910000,4,3.5,4040,50479,2,3,11,1987,0,3770
294000,3,1,1250,9427,1,3,6,1931,0,1590
315001,3,1.75,1500,10230,1,2,7,1968,0,1770
360000,3,2,1630,10723,1,5,7,1959,0,1450
520000,3,2,1410,2700,2,4,7,1902,0,1750
474000,3,1,1140,4560,1,4,6,1944,0,1340
702000,4,2.5,3280,5876,2,3,7,2004,0,2600
728000,4,3.5,3490,87497,2,3,9,2001,0,2400
308000,4,2.5,2020,7277,2,3,8,1993,0,2820
2000000,5,4,4580,4443,3,3,10,2004,0,2710
340000,3,2.5,2270,7917,2,3,8,1986,0,2160
306500,2,1.75,1310,10200,1,4,6,1947,0,1500
716000,3,2,1420,3600,1.5,4,7,1904,0,1250
950000,4,3,2980,44431,2,2,10,1981,0,2010
673200,5,3,4180,8561,2,3,7,2003,0,3425
564500,4,2.25,1950,6000,1,3,7,1961,0,1980
393000,4,1.75,1790,11801,1,4,8,1974,0,2000
425000,5,1.75,1400,5071,1,3,5,1916,0,1200
150000,3,1,1320,24684,1,3,7,1979,0,1120
327000,4,2.25,1620,106722,1,3,8,1980,0,1620
444900,4,2.5,3120,7448,2,3,9,1998,0,2980
305000,4,2.5,2100,14773,2,3,8,1998,0,2370
469000,3,3.25,1370,1194,3,3,8,2004,0,1800
525000,3,1.75,1520,7875,1,5,8,1969,0,2150
330000,3,2.5,2410,17424,1,3,7,1978,0,1530
618000,4,1,1260,4080,1,4,7,1911,0,1340
295500,4,2.5,2830,7350,1,3,8,1982,0,2350
567035,3,2,2064,46173,2,5,7,1903,0,1640
518000,4,2.25,2640,34870,1,3,8,1977,0,2500
303000,2,1,1020,9200,1,3,7,1978,0,1520
300000,4,2.5,2200,8065,2,3,7,1998,0,2641
413107,3,1.5,1420,7520,1,4,7,1956,0,2000
400000,3,1,1350,3090,1.5,5,6,1914,0,1350
535000,3,1,1290,6859,1,4,7,1941,0,1560
555000,4,2,1680,2600,1,5,7,1915,0,1680
312000,3,2.5,2280,6386,2,3,8,2008,0,2550
785200,3,2.25,1840,3500,1.5,5,8,1910,0,1800
749000,4,2,2040,11850,1,3,7,1959,0,2040
285000,3,1.5,1490,10367,1,3,7,1957,0,1000
425000,4,2.5,2440,5088,2,3,7,2007,0,2440
360000,3,2,1930,15540,1,3,8,1958,0,1900
260000,3,1,1200,6615,1,4,7,1954,0,1230
369000,3,2,1550,8509,1,3,7,1959,0,1840
275000,4,2.5,2180,11132,1,4,8,1978,0,1950
407000,3,2.25,1430,1448,3,3,8,2005,0,1430
575000,2,1.75,1230,5418,1,3,8,1949,0,1330
1236000,3,1.5,1670,3852,2,4,8,1928,0,2320
875000,2,2.5,2720,4913,1,4,8,1936,0,2520
320000,4,1.5,2220,6811,1,4,7,1961,0,1800
810000,3,1.5,1520,9041,1,4,7,1954,0,3260
274000,3,1.75,1590,7620,1,4,7,1984,0,1590
239900,4,1.75,1480,9523,1,3,7,1959,0,1590
450000,4,1.5,1860,7808,1,3,7,1953,0,1530
263400,4,2,1360,60548,1,3,6,1960,0,1930
265000,3,1,1360,5967,1,3,6,1954,0,1360
418000,4,3,2360,6250,1,3,7,1960,0,2500
390000,3,2,2360,5737,2,3,8,2003,0,1600
430000,3,2,1860,7500,1,3,7,1909,1950,1000
1442500,3,2.25,2630,9705,2.5,4,8,1987,0,2640
297000,2,1.75,1280,37373,1,4,7,1996,0,2180
650000,4,2.25,2330,7220,2,3,8,1988,0,2220
195000,2,1,720,18000,1,3,6,1950,0,1250
554000,3,3.5,3380,108900,2,3,9,1999,0,2250
550000,3,2,3650,843309,2,4,7,1991,0,1870
700000,3,1.75,1640,4590,1.5,5,7,1951,0,1760
300000,4,1,1730,177657,1.5,3,5,1948,0,1400
315000,2,1,1030,8576,1.5,5,6,1952,0,1310
603000,3,1,1790,5250,1,3,7,1943,0,1790
530000,2,1,840,3400,1,4,7,1924,0,2000
397500,3,1.75,1300,8480,1,3,7,1969,0,1740
221000,3,1,1240,5250,1.5,4,6,1904,0,1240
466000,4,2.25,2170,8050,1,3,7,1976,0,1820
197500,3,1,1330,5412,2,5,7,1905,0,1710
280000,3,3,1390,1080,2,3,7,2006,0,1450
412000,2,1.5,1240,3873,1,4,6,1909,0,1240
454000,2,1,880,6731,1,4,7,1950,0,1240
540000,4,2.25,2540,228254,1,3,8,1990,0,1780
250000,5,1.5,2520,5753,1.5,4,7,1928,0,1620
900000,5,2.25,2510,35691,1,3,9,1967,0,3160
245000,5,1.75,2020,7902,1,3,7,1962,0,2220
290000,3,1.75,2060,7251,1,3,7,1987,0,1520
160000,2,1,930,7742,1,3,6,1933,0,2240
1260000,2,1.5,2700,7225,1.5,3,8,1910,2008,2970
325000,2,1,1060,6050,1,3,7,1939,0,1540
185000,2,1,670,6750,1,4,5,1947,0,1700
477000,3,2,1750,4990,1,3,7,1916,0,1700
100000,2,1,930,7623,1,2,6,1942,0,1300
345000,4,2.5,2420,11481,1,3,8,1985,0,2290
530000,4,2.25,2410,14985,1,4,7,1965,0,2510
203000,3,1,1150,7156,1,4,6,1953,0,1210
599000,4,2.5,2480,5000,2,3,7,2004,0,2410
370000,4,1,1310,6000,1.5,3,7,1940,0,1630
140000,3,1,1240,8000,1,4,6,1954,0,1240
500000,3,1,1150,5100,2,3,8,1911,2005,1440
527200,3,1.75,1460,4000,1,4,7,1929,0,1360
549900,5,2.75,3060,7015,1,5,8,1979,0,2190
760000,4,2.5,3520,8095,2,3,9,2006,0,2460
319000,2,1,960,4400,1,4,7,1951,0,1520
362300,3,2.5,2430,15264,2,3,8,1997,0,2260
421000,3,2.5,1930,4505,1,4,7,1973,0,1550
690000,3,1,1090,4000,1.5,4,7,1945,0,1520
640000,3,2.5,2790,31798,1,5,8,1953,0,1400
238000,4,1.75,1650,6900,1,3,7,1978,1993,1540
789000,3,3,3740,39640,2,3,10,1991,0,2930
1050000,6,4,5310,12741,2,3,10,1967,0,4190
302500,3,2.5,1690,4476,2,3,7,2008,0,2250
259950,4,1.75,1400,7920,1,3,7,1963,0,1910
456000,3,1.5,1440,28516,1,4,7,1975,0,2080
369950,3,2.5,1360,3718,2,3,7,1987,0,1090
363750,3,1.75,1726,197326,2,4,7,1982,0,2114
585000,3,1.75,2220,216493,1,3,8,1989,0,2900
268000,3,2.5,1850,6676,2,3,7,1986,0,1700
1200000,5,2.5,2860,4000,2,4,8,1910,0,1340
345000,3,1,1120,10176,1,3,6,1905,0,1350
539000,4,2.5,2340,19850,2,3,9,1993,0,1930
851000,5,3.25,3760,9792,2,3,9,1984,0,2960
900000,3,2.5,1920,7200,2,3,10,1997,0,2080
850000,3,2.5,3230,5000,2,5,8,1945,0,1820
390000,3,1.75,1260,6500,1,4,7,1966,0,1500
345000,3,1.75,1540,6909,1,4,7,1955,0,1130
534500,3,2.5,1700,3150,2,3,8,2005,0,1700
643500,6,5.25,3600,3960,2,3,7,1971,0,1450
1206500,3,2.75,3150,5520,1.5,4,8,1925,0,3160
495000,2,1.75,1280,4000,1,4,7,1929,0,2250
535000,2,1,980,4120,1,3,7,1950,2014,1760
435000,4,2.5,2190,6578,2,3,7,2004,0,2190
305000,4,2,2470,1831,2,3,7,2009,0,1310
799000,4,2.5,2590,7910,2,3,9,2001,0,1700
700000,4,2.5,2580,15031,2,3,9,1999,0,3030
467000,3,2.25,1270,1213,2,3,8,2005,0,1410
263000,3,1,1250,7560,1,3,6,1959,0,1270
760000,4,2.5,4660,7157,2,3,9,2003,0,3300
293000,4,2.5,2019,4435,2,3,8,2008,0,1950
245000,3,2,1490,7929,1,3,7,1989,0,1650
181000,2,1.5,1560,10807,1,2,7,1949,0,1660
240000,3,1,1030,15264,1,4,7,1962,0,1430
880000,4,2.75,2560,7961,1,4,8,1975,0,2500
285000,3,2,1460,6377,1,3,7,1995,0,1600
407500,2,1,770,6017,1,3,7,1950,0,1670
325000,4,2.5,1960,3543,2,3,7,2004,0,2420
405000,3,1.75,1900,10454,1,3,7,1978,0,2000
291700,3,2.5,1970,4120,1.5,3,6,1927,0,1470
370000,3,2.5,2490,18525,2,3,8,1995,0,1850
270000,3,1.5,1430,8960,1,4,6,1953,0,1560
800000,4,2.5,2680,7200,1,3,8,1952,2013,1950
626500,3,1.75,1610,3210,1,5,7,1928,0,1420
1130000,4,3.5,4300,8406,2,3,11,1987,0,2770
399950,4,2.5,3200,7545,2,3,7,2003,0,2840
419000,3,1.75,2140,15030,1,4,7,1958,0,2170
1160000,4,2.5,4240,43995,2,3,10,1989,0,3720
1405000,4,3.5,3410,10769,2,3,10,2008,0,2650
710000,4,2.75,2090,8064,2,5,7,1967,0,1460
650000,3,1,1410,4840,1,4,6,1942,0,1410
369900,4,2.5,2820,33750,2,4,9,1984,0,2510
641000,4,2.5,2770,63118,2,3,9,1997,0,2770
403000,3,1,1400,6879,1,3,7,1951,0,1950
1015000,3,3.25,3620,4000,2,3,10,2005,0,1910
865000,4,2.5,2260,13600,1,4,8,1974,0,2630
2485000,4,2.5,3440,23954,1.5,5,10,1931,0,4230
810000,4,1,2150,3588,2,4,8,1926,0,1950
316750,3,2.5,1256,1154,3,3,7,2005,0,1309
652500,4,2.25,,130244,2,3,8,1989,0,2680
360000,6,2.75,2850,15240,1,3,7,1962,0,2090
208000,2,1,700,5100,1,4,5,1953,0,970
898000,4,2.5,3700,63991,2,3,10,1992,0,3210
295000,4,1.75,1400,11934,1,3,7,1961,0,2080
652500,4,1.75,3130,18253,2,3,7,1978,0,1850
560000,4,3,2170,5764,2,3,8,1992,0,2010
280000,3,1,1020,8400,1,4,7,1957,0,1690
289950,3,2.5,1760,8584,1.5,5,7,1937,0,2160
397500,3,2.5,1860,44093,1,3,7,1978,0,1900
380000,2,1,1140,75132,1,3,7,1956,0,2570
415900,3,2.5,1670,22703,1,3,7,1988,0,1510
475000,2,1.75,1710,8645,1,4,7,1923,0,1280
125000,1,1,500,7440,1,1,5,1928,0,1350
238000,3,1,1470,32670,1,3,7,1958,0,2640
296000,4,1.5,1370,9750,1,3,7,1953,0,1540
475000,6,3,3470,117612,1.5,3,7,1924,0,2120
390000,3,2.25,1650,6250,1.5,3,7,1910,0,2060
425000,3,1,1180,3750,1,3,6,1940,0,1280
725000,6,3,3110,5000,1.5,5,7,1921,0,1600
605000,3,2.25,2080,12134,1,4,8,1973,0,2320
302000,3,1,1600,1950,2,2,7,1906,0,1310
886000,3,2.25,2380,6000,2,5,9,1931,0,2000
540000,4,1.75,1630,6120,1,5,7,1918,0,1630
435000,4,2.25,1910,8400,2,3,7,1975,0,1910
409000,4,3.25,3140,10752,2,3,7,1992,0,1300
405000,3,1,1250,7280,1,3,7,1975,0,1690
560200,3,2.5,1990,3984,2,3,8,2004,0,2320
324000,4,1.75,2110,7208,1,3,8,1975,0,1820
390000,4,2.5,2490,8290,2,3,9,1999,0,2690
414000,2,1,800,5000,1,3,6,1938,0,1220
441500,3,2.5,2360,4670,2,3,7,1998,0,2420
375000,3,2.5,1770,5146,2,3,7,1992,0,1230
668500,4,2.5,2710,5500,2,3,9,1999,0,2710
540000,5,1.5,1940,10202,1.5,4,7,1940,0,1900
1035000,4,3.25,3450,11240,2,4,10,1960,2001,2412
1345000,4,3.25,3440,4920,2,3,10,2014,0,2350
758000,4,2.75,2410,9549,1,4,7,1956,0,2090
949880,4,2.25,2290,10687,2,3,9,1978,0,2290
570000,3,1,1030,4089,1.5,3,7,1927,0,1440
736000,4,2.5,2290,12047,2,4,9,1988,0,3130
670000,3,1.5,1490,4400,1.5,4,7,1906,0,1560
1130000,4,1.75,2370,8400,1,5,9,1949,0,2370
650000,4,2,1930,3976,1.5,4,8,1914,0,1470
690000,2,1.75,1600,4000,1,5,7,1918,0,1860
610000,4,2.25,2240,45738,2,3,7,1988,0,3180
413500,2,1,770,4000,1,5,5,1924,0,1420
765000,3,2.5,2300,9752,2,3,8,1968,2003,2640
828200,4,2.75,3400,7081,2,3,9,2001,0,3060
205000,2,1,900,4397,1,3,6,1918,0,1430
465000,3,2.5,1450,5175,1,3,8,1995,0,1740
556000,4,2.5,2240,5402,2,3,8,2005,0,2240
540000,4,2.5,1780,4169,2,3,8,1994,0,1830
423000,4,2.5,2320,4254,2,3,8,2004,0,2330
375000,3,1.75,1590,14766,1,3,8,1963,0,2040
173250,3,1,990,12696,1.5,3,7,1936,0,1260
599900,3,1.5,2605,12030,1,3,8,2003,0,1590
646000,5,2.75,2870,4461,1,3,7,1976,0,1890
1075000,5,4.75,5180,17811,2,3,11,2001,0,3960
558000,4,2,2180,3870,1,3,7,1900,0,1520
354000,2,1,850,5225,1,3,7,1949,0,1230
1195000,4,4,4050,9517,2,3,11,1990,0,3330
670000,4,2,2250,4200,1.5,3,7,1909,0,1200
1125000,6,4.25,3100,9378,3,3,11,1978,0,3270
267500,2,1,1747,12250,2.5,4,6,1948,0,1620
299800,4,2.5,2410,4708,2,3,8,2002,0,2517
430000,4,1.75,2070,9120,1,4,7,1958,0,1650
775000,5,1,1860,3040,1.5,3,7,1921,0,1910
333000,3,1,950,5214,1,3,7,1944,0,1490
336000,3,2,1060,11765,1,4,6,1951,0,1500
323000,2,1,880,1712,2,4,7,1945,0,1360
575000,4,2.5,2550,56628,2,3,9,2001,0,1870
328000,2,2.25,1550,2079,2,3,8,2008,0,1420
572500,3,1,1590,4600,1.5,4,7,1926,0,1770
600000,3,1.75,1650,5100,1,5,7,1908,0,1540
412000,4,3,2430,7242,2,3,8,2003,0,2430
827500,3,2.5,1810,7200,1,5,7,1960,0,2050
300000,4,2.5,2890,17349,2,3,8,1994,0,2330
415000,3,2.5,1280,5040,2,4,7,1985,0,1500
750000,7,2.75,3410,4056,1.5,4,8,1906,0,2510
800000,3,2.75,2220,4000,2,3,8,1914,2000,1800
420000,3,1,1060,6000,1,3,8,1954,0,1240
266000,3,1.5,1120,8250,1,4,7,1957,0,1320
499000,4,2.5,2680,10590,2,3,8,2004,0,2330
440000,4,1.5,1770,5750,2,3,7,1947,0,970
495000,3,2,2950,12196,2,4,7,1918,0,2320
630000,2,1.75,1260,5300,1,4,7,1951,0,1280
424000,3,1.75,1430,6818,1,5,7,1972,0,1480
760000,4,2.5,2730,36183,2,3,9,1986,0,2710
650000,4,3.5,3270,15704,2,3,9,1990,0,3020
248500,4,1.75,1720,10018,1,5,7,1960,0,1220
379600,3,1.75,1270,12420,1,4,7,1962,0,1560
538000,4,2.5,3260,10032,1,3,8,1978,0,1802
530000,4,2.5,2050,6360,2,3,8,1988,0,2070
545000,4,2.25,2050,9720,2,3,8,1967,0,2310
925000,4,3,3580,35261,1.5,3,10,1985,0,3540
565000,4,2.75,1960,48787,1.5,4,9,1983,0,1970
405100,2,1,840,3522,1,3,6,1947,0,1390
502000,3,1.75,1300,8800,1,4,8,1963,0,1350
425000,3,2.25,1260,3000,2,3,7,2003,0,1630
233500,3,2.25,1650,2958,2,3,7,1985,0,1510
287000,3,2.5,1710,10341,2,3,7,1986,0,1830
190000,3,1,1180,8775,1,3,7,1966,0,1300
666000,3,2.25,2780,31510,2,3,8,1979,0,2890
330000,2,1,950,3090,1,4,6,1909,0,1230
1490000,5,3.5,3620,7821,2,3,10,1958,2010,2690
393000,3,2.25,2140,10256,2,3,8,1987,0,2040
353000,4,2.75,1920,4627,1,3,8,1998,0,1910
260000,2,1,750,6720,1,3,6,1916,0,920
680000,3,2.5,2060,2551,2,3,8,2001,0,2060
921000,3,2.25,2380,11200,1,4,8,1963,0,2010
319000,2,1,750,6380,1,3,7,1949,0,1690
280000,3,1,1160,10881,1,2,7,1983,0,1280
220000,3,1,1050,6300,1,3,6,1942,0,740
219000,3,1.5,1740,5200,1,4,7,1977,0,1540
528000,4,2.75,2050,7171,1,3,8,1988,0,1960
405000,3,1.75,1980,8100,1,4,7,1949,0,1450
372977,3,2.5,1690,1618,2,3,8,2014,0,1690
934550,4,3.25,2320,5900,1.5,4,9,1910,0,2320
1465000,3,1.5,2480,9900,2,3,10,1940,0,2860
975000,4,2.25,2290,5350,2,4,9,1958,0,2910
800866,5,2.5,3180,13806,2,4,10,1990,0,3180
950000,7,3.5,3470,16264,2,4,9,1980,0,3040
624000,4,3,1540,4140,1.5,5,7,1902,0,1460
1850000,5,2.25,2800,8442,2,3,9,1963,2001,3220
310000,3,1,1050,9876,1,3,7,1953,0,1760
315000,3,1.75,1480,6800,1,4,7,1968,0,1500
675000,3,2,1010,5973,1,5,6,1942,0,1920
490000,3,1.75,1660,8208,1,4,8,1965,0,2210
